ticker,sector,label,sector_id,freq,date_prev,date_next,S,COGS,OPEX,I,NI,Tax,DA,CapEx,EquityIssues,NewDebt,Repay,Div,Buyback,C_prev,C_next,mask_C,AR_prev,AR_next,mask_AR,Inv_prev,Inv_next,mask_Inv,K_prev,K_next,mask_K,AP_prev,AP_next,mask_AP,STD_prev,STD_next,mask_STD,LTD_prev,LTD_next,mask_LTD,TA_prev,TA_next,mask_TA,TL_prev,TL_next,mask_TL,TCA_prev,TCA_next,mask_TCA,TCL_prev,TCL_next,mask_TCL,E_gross_report_prev,E_gross_report_next,mask_E_gross_report,E_implied_prev,E_implied_next,mask_E_implied,E_prev,E_next
EPAM,Information Technology,train,7,A,2021-12-31,2022-12-31,4824698000.0,3286683000.0,965049000.0,,419416000.0,87842000.0,92272000.0,81629000.0,0.0,5289000.0,62168000.0,,0.0,1446625000.0,1681344000.0,1,768928000.0,932626000.0,1,,,0,421055000.0,422128000.0,1,24847000.0,30852000.0,1,16018000.0,2861000.0,1,30234000.0,27693000.0,1,3523227000.0,4009151000.0,1,1027390000.0,1006141000.0,1,2269480000.0,2759625000.0,1,763420000.0,747483000.0,1,2495837000.0,3003010000.0,1,2495837000.0,3003010000.0,1,2495837000.0,3003010000.0
EPAM,Information Technology,train,7,A,2022-12-31,2023-12-31,4690540000.0,3256514000.0,906865000.0,,417083000.0,119502000.0,91800000.0,28415000.0,0.0,2475000.0,11876000.0,,329848000.0,1681344000.0,2036235000.0,1,932626000.0,897032000.0,1,,,0,422128000.0,369951000.0,1,30852000.0,31992000.0,1,2861000.0,36558000.0,1,27693000.0,26126000.0,1,4009151000.0,4352365000.0,1,1006141000.0,880895000.0,1,2759625000.0,3091361000.0,1,747483000.0,644932000.0,1,3003010000.0,3471470000.0,1,3003010000.0,3471470000.0,1,3003010000.0,3471470000.0
EPAM,Information Technology,train,7,A,2023-12-31,2024-12-31,4727940000.0,3277497000.0,905859000.0,,454533000.0,129879000.0,89559000.0,32146000.0,0.0,24000.0,7460000.0,,796056000.0,2036235000.0,1286267000.0,1,897032000.0,1002175000.0,1,,,0,369951000.0,335911000.0,1,31992000.0,44702000.0,1,36558000.0,39634000.0,1,26126000.0,25194000.0,1,4352365000.0,4750473000.0,1,880895000.0,1119322000.0,1,3091361000.0,2426248000.0,1,644932000.0,821039000.0,1,3471470000.0,3631151000.0,1,3471470000.0,3631151000.0,1,3471470000.0,3631151000.0
