ticker,sector,label,sector_id,freq,date_prev,date_next,S,COGS,OPEX,I,NI,Tax,DA,CapEx,EquityIssues,NewDebt,Repay,Div,Buyback,C_prev,C_next,mask_C,AR_prev,AR_next,mask_AR,Inv_prev,Inv_next,mask_Inv,K_prev,K_next,mask_K,AP_prev,AP_next,mask_AP,STD_prev,STD_next,mask_STD,LTD_prev,LTD_next,mask_LTD,TA_prev,TA_next,mask_TA,TL_prev,TL_next,mask_TL,TCA_prev,TCA_next,mask_TCA,TCL_prev,TCL_next,mask_TCL,E_gross_report_prev,E_gross_report_next,mask_E_gross_report,E_implied_prev,E_implied_next,mask_E_implied,E_prev,E_next
RTX,Industrials,train,6,A,2021-12-31,2022-12-31,67074000000.0,53406000000.0,8164000000.0,1300000000.0,5197000000.0,790000000.0,4108000000.0,2775000000.0,0.0,3000000.0,12000000.0,3128000000.0,5606000000.0,7832000000.0,6220000000.0,1,9661000000.0,9108000000.0,1,9178000000.0,10617000000.0,1,16930000000.0,16999000000.0,1,8751000000.0,9896000000.0,1,158000000.0,1220000000.0,1,31327000000.0,30694000000.0,1,161404000000.0,158864000000.0,1,86705000000.0,84650000000.0,1,42050000000.0,42443000000.0,1,35449000000.0,39114000000.0,1,74699000000.0,74214000000.0,1,74699000000.0,74214000000.0,1,74699000000.0,74214000000.0
RTX,Industrials,train,6,A,2022-12-31,2023-12-31,68920000000.0,56831000000.0,8528000000.0,1653000000.0,3195000000.0,456000000.0,4211000000.0,3166000000.0,0.0,68742000000.0,42312000000.0,3239000000.0,25740000000.0,6220000000.0,6587000000.0,1,9108000000.0,10838000000.0,1,10617000000.0,11777000000.0,1,16999000000.0,17386000000.0,1,9896000000.0,10698000000.0,1,1220000000.0,1472000000.0,1,30694000000.0,42355000000.0,1,158864000000.0,161869000000.0,1,84650000000.0,100424000000.0,1,42443000000.0,48417000000.0,1,39114000000.0,46761000000.0,1,74214000000.0,61445000000.0,1,74214000000.0,61445000000.0,1,74214000000.0,61445000000.0
RTX,Industrials,train,6,A,2023-12-31,2024-12-31,80738000000.0,65328000000.0,8872000000.0,1970000000.0,4774000000.0,1181000000.0,4364000000.0,3236000000.0,0.0,0.0,10000000000.0,3217000000.0,888000000.0,6587000000.0,5578000000.0,1,10838000000.0,10976000000.0,1,11777000000.0,12768000000.0,1,17386000000.0,17953000000.0,1,10698000000.0,12897000000.0,1,1472000000.0,2535000000.0,1,42355000000.0,38726000000.0,1,161869000000.0,162861000000.0,1,100424000000.0,100903000000.0,1,48417000000.0,51133000000.0,1,46761000000.0,51499000000.0,1,61445000000.0,61958000000.0,1,61445000000.0,61958000000.0,1,61445000000.0,61958000000.0
