ticker,sector,label,sector_id,freq,date_prev,date_next,S,COGS,OPEX,I,NI,Tax,DA,CapEx,EquityIssues,NewDebt,Repay,Div,Buyback,C_prev,C_next,mask_C,AR_prev,AR_next,mask_AR,Inv_prev,Inv_next,mask_Inv,K_prev,K_next,mask_K,AP_prev,AP_next,mask_AP,STD_prev,STD_next,mask_STD,LTD_prev,LTD_next,mask_LTD,TA_prev,TA_next,mask_TA,TL_prev,TL_next,mask_TL,TCA_prev,TCA_next,mask_TCA,TCL_prev,TCL_next,mask_TCL,E_gross_report_prev,E_gross_report_next,mask_E_gross_report,E_implied_prev,E_implied_next,mask_E_implied,E_prev,E_next
ALLE,Industrials,train,6,A,2021-12-31,2022-12-31,3271900000.0,1949500000.0,736000000.0,75900000.0,458000000.0,56200000.0,97900000.0,64000000.0,0.0,2480000000.0,863400000.0,143900000.0,122000000.0,397900000.0,288000000.0,1,283300000.0,395600000.0,1,380400000.0,479000000.0,1,283700000.0,308700000.0,1,259100000.0,280700000.0,1,12600000.0,12600000.0,1,1429500000.0,2081900000.0,1,3051000000.0,3991200000.0,1,2288600000.0,3046700000.0,1,1117600000.0,1214600000.0,1,601200000.0,703600000.0,1,762400000.0,944500000.0,1,762400000.0,944500000.0,1,762400000.0,944500000.0
ALLE,Industrials,train,6,A,2022-12-31,2023-12-31,3650800000.0,2069300000.0,865600000.0,93100000.0,540400000.0,76600000.0,111600000.0,84200000.0,0.0,60000000.0,347400000.0,158700000.0,119800000.0,288000000.0,468100000.0,1,395600000.0,412800000.0,1,479000000.0,438500000.0,1,308700000.0,358100000.0,1,280700000.0,259200000.0,1,12600000.0,412600000.0,1,2081900000.0,1602400000.0,1,3991200000.0,4311500000.0,1,3046700000.0,2993200000.0,1,1214600000.0,1360900000.0,1,703600000.0,1079700000.0,1,944500000.0,1318300000.0,1,944500000.0,1318300000.0,1,944500000.0,1318300000.0
ALLE,Industrials,train,6,A,2023-12-31,2024-12-31,3772200000.0,2103700000.0,887800000.0,102000000.0,597500000.0,101300000.0,119000000.0,92100000.0,0.0,1200000000.0,1653200000.0,167000000.0,440000000.0,468100000.0,503800000.0,1,412800000.0,418900000.0,1,438500000.0,423000000.0,1,358100000.0,385300000.0,1,259200000.0,258000000.0,1,412600000.0,21900000.0,1,1602400000.0,1977600000.0,1,4311500000.0,4487800000.0,1,2993200000.0,2987100000.0,1,1360900000.0,1422300000.0,1,1079700000.0,696900000.0,1,1318300000.0,1500700000.0,1,1318300000.0,1500700000.0,1,1318300000.0,1500700000.0
