ticker,sector,label,sector_id,freq,date_prev,date_next,S,COGS,OPEX,I,NI,Tax,DA,CapEx,EquityIssues,NewDebt,Repay,Div,Buyback,C_prev,C_next,mask_C,AR_prev,AR_next,mask_AR,Inv_prev,Inv_next,mask_Inv,K_prev,K_next,mask_K,AP_prev,AP_next,mask_AP,STD_prev,STD_next,mask_STD,LTD_prev,LTD_next,mask_LTD,TA_prev,TA_next,mask_TA,TL_prev,TL_next,mask_TL,TCA_prev,TCA_next,mask_TCA,TCL_prev,TCL_next,mask_TCL,E_gross_report_prev,E_gross_report_next,mask_E_gross_report,E_implied_prev,E_implied_next,mask_E_implied,E_prev,E_next
J,Industrials,train,6,A,2021-09-30,2022-09-30,9783074000.0,7203115000.0,2040075000.0,100187000.0,644039000.0,66328000.0,102454000.0,127615000.0,0.0,9436500000.0,9699741000.0,115948000.0,563852000.0,,1140479000.0,1,,1400088000.0,1,,,0,,823589000.0,1,,966792000.0,1,53456000.0,50415000.0,1,,3357256000.0,1,,14660419000.0,1,,7923505000.0,1,,4721994000.0,1,,3250845000.0,1,,6736914000.0,1,,6736914000.0,1,,6736914000.0
J,Industrials,train,6,A,2022-09-30,2023-09-30,10851420000.0,8140560000.0,2034376000.0,168085000.0,665777000.0,101336000.0,103346000.0,137486000.0,0.0,11607426000.0,17956775000.0,128420000.0,531428000.0,1140479000.0,770853000.0,1,1400088000.0,1128955000.0,1,,,0,823589000.0,604606000.0,1,966792000.0,922355000.0,1,50415000.0,61430000.0,1,3357256000.0,2813471000.0,1,14660419000.0,14617109000.0,1,7923505000.0,7384048000.0,1,4721994000.0,4690353000.0,1,3250845000.0,3422561000.0,1,6736914000.0,7233061000.0,1,6736914000.0,7233061000.0,1,6736914000.0,7233061000.0
J,Industrials,train,6,A,2023-09-30,2024-09-30,11500941000.0,8668185000.0,2140320000.0,169058000.0,806093000.0,131493000.0,99232000.0,121114000.0,0.0,13830781000.0,16081703000.0,142779000.0,805336000.0,770853000.0,1144795000.0,1,1128955000.0,1278980000.0,1,,,0,604606000.0,619486000.0,1,922355000.0,1029140000.0,1,61430000.0,875760000.0,1,2813471000.0,1348594000.0,1,14617109000.0,11759005000.0,1,7384048000.0,6371520000.0,1,4690353000.0,4895580000.0,1,3422561000.0,4079741000.0,1,7233061000.0,5387485000.0,1,7233061000.0,5387485000.0,1,7233061000.0,5387485000.0
J,Industrials,train,6,A,2024-09-30,2025-09-30,12029783000.0,9044849000.0,2121300000.0,145788000.0,289336000.0,215555000.0,82059000.0,79232000.0,0.0,7374603000.0,7858143000.0,153027000.0,1508260000.0,1144795000.0,1235448000.0,1,1278980000.0,1386253000.0,1,,,0,619486000.0,600973000.0,1,1029140000.0,1261489000.0,1,875760000.0,111040000.0,1,1348594000.0,2236456000.0,1,11759005000.0,11252535000.0,1,6371520000.0,6585936000.0,1,4895580000.0,4359319000.0,1,4079741000.0,3350899000.0,1,5387485000.0,4666599000.0,1,5387485000.0,4666599000.0,1,5387485000.0,4666599000.0
