ticker,sector,label,sector_id,freq,date_prev,date_next,S,COGS,OPEX,I,NI,Tax,DA,CapEx,EquityIssues,NewDebt,Repay,Div,Buyback,C_prev,C_next,mask_C,AR_prev,AR_next,mask_AR,Inv_prev,Inv_next,mask_Inv,K_prev,K_next,mask_K,AP_prev,AP_next,mask_AP,STD_prev,STD_next,mask_STD,LTD_prev,LTD_next,mask_LTD,TA_prev,TA_next,mask_TA,TL_prev,TL_next,mask_TL,TCA_prev,TCA_next,mask_TCA,TCL_prev,TCL_next,mask_TCL,E_gross_report_prev,E_gross_report_next,mask_E_gross_report,E_implied_prev,E_implied_next,mask_E_implied,E_prev,E_next
CPT,Real Estate,train,9,A,2021-12-31,2022-12-31,1422756000.0,529198000.0,632245000.0,113424000.0,653613000.0,2966000.0,577020000.0,449431000.0,2583790000.0,3174000000.0,4264000000.0,396822000.0,0.0,613391000.0,10687000.0,1,18664000.0,13364000.0,1,,,0,,,0,191651000.0,211370000.0,1,,42000000.0,1,3170367000.0,3638900000.0,1,7976784000.0,9327935000.0,1,3710529000.0,4271014000.0,1,637644000.0,30802000.0,1,347110000.0,452549000.0,1,4266255000.0,5056921000.0,1,4266255000.0,5056921000.0,1,4266255000.0,5056921000.0
CPT,Real Estate,train,9,A,2022-12-31,2023-12-31,1542027000.0,584343000.0,633868000.0,133395000.0,403309000.0,3650000.0,574813000.0,410934000.0,0.0,5499705000.0,7258996000.0,434875000.0,0.0,10687000.0,259686000.0,1,13364000.0,11905000.0,1,,,0,,,0,211370000.0,222599000.0,1,42000000.0,,0,3638900000.0,3715436000.0,1,9327935000.0,9383737000.0,1,4271014000.0,4331966000.0,1,30802000.0,279952000.0,1,452549000.0,429543000.0,1,5056921000.0,5051771000.0,1,5056921000.0,5051771000.0,1,5056921000.0,5051771000.0
CPT,Real Estate,train,9,A,2023-12-31,2024-12-31,1543842000.0,599336000.0,647242000.0,129815000.0,163293000.0,2926000.0,582014000.0,393735000.0,0.0,2945856000.0,4832000000.0,450965000.0,99994000.0,259686000.0,21045000.0,1,11905000.0,8991000.0,1,,,0,,,0,222599000.0,215179000.0,1,,,0,3715436000.0,3485591000.0,1,9383737000.0,8852144000.0,1,4331966000.0,4104955000.0,1,279952000.0,41200000.0,1,429543000.0,407257000.0,1,5051771000.0,4747189000.0,1,5051771000.0,4747189000.0,1,5051771000.0,4747189000.0
