ticker,sector,label,sector_id,freq,date_prev,date_next,S,COGS,OPEX,I,NI,Tax,DA,CapEx,EquityIssues,NewDebt,Repay,Div,Buyback,C_prev,C_next,mask_C,AR_prev,AR_next,mask_AR,Inv_prev,Inv_next,mask_Inv,K_prev,K_next,mask_K,AP_prev,AP_next,mask_AP,STD_prev,STD_next,mask_STD,LTD_prev,LTD_next,mask_LTD,TA_prev,TA_next,mask_TA,TL_prev,TL_next,mask_TL,TCA_prev,TCA_next,mask_TCA,TCL_prev,TCL_next,mask_TCL,E_gross_report_prev,E_gross_report_next,mask_E_gross_report,E_implied_prev,E_implied_next,mask_E_implied,E_prev,E_next
AIG,Financials,train,4,A,2021-12-31,2022-12-31,29975000000.0,,-16000000.0,603000000.0,10227000000.0,882000000.0,3861000000.0,,0.0,291000000.0,39040000000.0,1011000000.0,10400000000.0,2198000000.0,2043000000.0,1,12409000000.0,13243000000.0,1,,,0,,,0,40771000000.0,30383000000.0,1,0.0,1500000000.0,1,30163000000.0,25679000000.0,1,596112000000.0,522228000000.0,1,527200000000.0,478774000000.0,1,,,0,,,0,68912000000.0,43454000000.0,1,68912000000.0,43454000000.0,1,68912000000.0,43454000000.0
AIG,Financials,train,4,A,2022-12-31,2023-12-31,27959000000.0,,25000000.0,516000000.0,3643000000.0,126000000.0,3841000000.0,,0.0,2226000000.0,9396000000.0,1026000000.0,5922000000.0,2043000000.0,1540000000.0,1,13243000000.0,9967000000.0,1,,,0,,,0,30383000000.0,6219000000.0,1,1500000000.0,250000000.0,1,25679000000.0,10606000000.0,1,522228000000.0,539306000000.0,1,478774000000.0,488005000000.0,1,,,0,,,0,43454000000.0,51301000000.0,1,43454000000.0,51301000000.0,1,43454000000.0,51301000000.0
AIG,Financials,train,4,A,2023-12-31,2024-12-31,27270000000.0,,23000000.0,462000000.0,-1404000000.0,1170000000.0,3597000000.0,,0.0,1983000000.0,8192000000.0,1024000000.0,14274000000.0,1540000000.0,1302000000.0,1,9967000000.0,10463000000.0,1,,,0,,,0,6219000000.0,6052000000.0,1,250000000.0,,0,10606000000.0,8922000000.0,1,539306000000.0,161322000000.0,1,488005000000.0,118772000000.0,1,,,0,,,0,51301000000.0,42550000000.0,1,51301000000.0,42550000000.0,1,51301000000.0,42550000000.0
